Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDC51,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.009613854,10.895,122.9730,4.5
Regular,FDT07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.077254736,5.820,257.6330,4.5
Regular,FDJ44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.106238768,12.300,176.1396,4.5
Regular,FDO22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.017844609,13.500,81.3960,4.5
Regular,FDI10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.078339081,8.510,172.9422,4.5
Low Fat,FDF04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013692598,17.500,259.7304,4.5
Low Fat,FDD11,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,12.850,253.0040,4.5
Low Fat,FDN12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,15.600,111.8544,4.5
Low Fat,FDD14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.170500183,20.700,184.1266,4.5
Low Fat,FDQ52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.119871307,17.000,248.3434,4.5
Low Fat,FDJ08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.111122936,11.100,189.2846,4.5
Low Fat,FDY19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041533438,19.750,119.8466,4.5
Low Fat,DRM11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066338717,6.570,261.4278,4.5
Low Fat,NCP41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016276741,16.600,109.8596,4.5
Low Fat,NCP17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027827268,19.350,65.6168,4.5
Low Fat,NCS38,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.090558833,8.600,112.6176,4.5
Low Fat,DRJ25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.151180862,14.600,47.5692,4.5
Regular,FDY26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030634813,20.600,212.9244,4.5
Regular,FDV20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.060045008,20.200,128.3678,4.5
Regular,FDV57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,15.250,179.7660,4.5
Low Fat,FDP11,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.068765925,15.850,216.9166,4.5
Low Fat,FDR23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.08139146,15.850,177.8370,4.5
Low Fat,FDB27,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.055121892,7.575,196.7768,4.5
Low Fat,FDK51,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.005209791,19.850,265.2884,4.5
Low Fat,FDK28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065272284,5.695,256.1646,4.5
Low Fat,FDK52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,18.250,225.3062,4.5
Low Fat,FDU52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.063462048,7.560,157.5630,4.5
Low Fat,NCK05,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.077079177,20.100,61.5536,4.5
Low Fat,NCA06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.142589751,20.500,35.9190,4.5
Low Fat,NCE06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.091042211,5.825,162.6894,4.5
Low Fat,NCG07,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.052247806,12.300,190.8530,4.5
Low Fat,NCH54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.072317217,13.500,160.7920,4.5
Low Fat,NCT18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05911748,14.600,181.5976,4.5
Low Fat,NCZ06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09370568,19.600,253.8698,4.5
Low Fat,NCL07,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0311868,13.850,39.5480,4.5
Regular,FDF24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02524761,15.500,81.9934,4.5
Regular,FDF26,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.046408928,6.825,153.2998,4.5
Regular,FDR40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.00799548,9.100,78.5618,4.5
Regular,FDW16,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.041273391,17.350,91.6804,4.5
Regular,FDY04,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.042270751,17.700,162.5210,4.5
Regular,FDO31,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.028842332,6.760,81.4960,4.5
Regular,FDF34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.013951504,9.300,199.9084,4.5
Regular,DRC36,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044767032,13.000,173.7054,4.5
Low Fat,FDW24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037315469,6.800,50.0034,4.5
Low Fat,FDQ23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024407061,6.550,102.3332,4.5
Low Fat,NCS05,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.020876485,11.500,133.7942,4.5
Regular,FDT26,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.067624438,18.850,120.9440,4.5
Low Fat,NCD19,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0,8.930,53.8614,4.4
Low Fat,FDB34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026480954,15.250,87.6198,4.4
Low Fat,DRK35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071958197,8.365,38.0506,4.4
Regular,FDB56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07461309,8.750,187.4556,4.4
Low Fat,FDP09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034027909,19.750,212.0902,4.4
Low Fat,FDG02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011307038,7.855,188.5188,4.4
Regular,FDM15,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.057373797,11.800,151.4366,4.4
Regular,FDO08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.09415375,11.100,165.7526,4.4
Low Fat,FDT43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020631654,16.350,50.1324,4.4
Low Fat,FDI24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.078362484,10.300,177.9370,4.4
Regular,FDS46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.082741482,17.600,118.7782,4.4
Regular,FDG28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.049559042,9.285,246.4144,4.4
Low Fat,FDG24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014618973,7.975,85.2250,4.4
Low Fat,FDQ56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.10550944,6.590,85.6908,4.4
Low Fat,FDX23,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029691762,6.445,92.6436,4.4
Regular,FDR44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.102920886,6.110,130.4968,4.4
Regular,FDU01,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.011995271,20.250,184.5924,4.4
Regular,FDP59,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.056580228,20.850,105.6648,4.4
Low Fat,NCV17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.01619866,18.850,129.2626,4.4
Low Fat,FDZ15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020870744,13.100,117.3782,4.4
Low Fat,FDA36,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.005677876,5.985,184.8924,4.4
Low Fat,FDV51,Meat,2011,OUT010,Tier 3,Small,Grocery Store,0.054463442,16.350,163.8842,4.4
Low Fat,NCT41,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.098031771,15.700,151.3024,4.4
Low Fat,NCK54,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,12.150,117.8150,4.4
Low Fat,FDE16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026384672,8.895,208.9954,4.4
Low Fat,FDE53,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026749991,10.895,106.9280,4.4
Low Fat,NCL19,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015673267,15.350,145.0470,4.4
Regular,FDT32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065316099,19.000,189.9214,4.4
Low Fat,FDC46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.115978122,17.700,183.4266,4.4
Low Fat,FDS10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0350152,19.200,182.0318,4.4
Low Fat,FDC04,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044767801,15.600,241.8854,4.4
Low Fat,NCJ30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080968973,5.820,171.3790,4.4
Regular,FDQ15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.150341867,20.350,83.1276,4.4
Regular,FDV01,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,19.200,154.6314,4.4
Regular,FDJ57,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021569566,7.420,184.8582,4.4
Low Fat,NCE31,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.184843579,7.670,33.1216,4.4
Low Fat,FDV07,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,9.500,110.4228,4.4
Low Fat,FDD04,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.090153756,16.000,143.2154,4.4
Low Fat,NCC18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.177545624,19.100,172.4422,4.4
Low Fat,NCL31,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.120467994,7.390,145.1470,4.4
Low Fat,FDA33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033952603,6.480,148.2076,4.4
Low Fat,FDT59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,13.650,229.4668,4.4
Low Fat,FDE26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.089144149,9.300,144.9786,4.4
Low Fat,FDB50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.153857402,13.000,76.3986,4.4
Low Fat,FDC17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.015484763,12.150,211.9928,4.4
Low Fat,FDM44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.031097948,12.500,103.8990,4.4
Low Fat,DRI11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034457776,8.260,113.3834,4.4
Low Fat,DRL47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,19.700,125.9362,4.4
Low Fat,NCB30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025742955,14.600,197.1084,4.4
Low Fat,NCI18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014045832,18.350,222.7746,4.4
Low Fat,NCP06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039306822,20.700,150.7366,4.4
Low Fat,NCO02,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.150,65.0142,4.4
Low Fat,DRE37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.094366079,13.500,190.9872,4.4
Low Fat,DRD24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030842963,13.850,143.1154,4.4
Low Fat,DRL37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.053455158,15.500,43.6770,4.4
Regular,FDJ12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039101813,8.895,208.8296,4.4
Regular,FDX11,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.106918052,16.000,183.5634,4.4
Regular,FDJ60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.062625641,19.350,165.3184,4.4
Regular,FDB37,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022976493,20.250,240.3538,4.4
Regular,FDC51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009636821,10.895,121.8730,4.4
Regular,FDY15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.171093639,18.250,155.6630,4.4
Regular,FDV04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.150248468,7.825,155.2288,4.4
Regular,FDB56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.074743226,8.750,187.6556,4.4
Regular,FDY20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081879864,12.500,91.7488,4.4
Regular,FDK32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049051717,16.250,152.4682,4.4
Regular,FDP44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.079837509,16.500,102.1332,4.4
Regular,FDS32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029700018,17.750,140.3838,4.4
Regular,FDG09,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.048010812,20.600,187.7556,4.4
Regular,FDW51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.094807042,6.155,213.3560,4.4
Regular,FDK58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045052492,11.350,102.6016,4.4
Regular,FDA09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.149598628,13.350,179.4660,4.4
Regular,FDM58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,16.850,110.0544,4.4
Regular,DRM49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,6.110,43.0086,4.4
Regular,DRA59,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128126825,8.270,183.6924,4.4
Regular,FDD47,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.142632186,7.600,172.3448,4.4
Regular,FDC03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071958197,8.575,195.3794,4.4
Regular,FDU31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02502991,10.500,218.4508,4.4
Low Fat,FDX24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.024387984,8.355,92.4462,4.4
Low Fat,DRG27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.184035253,8.895,42.2138,4.4
Low Fat,FDF16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.150806666,7.300,149.0076,4.4
Low Fat,FDH08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.030516069,7.510,227.8010,4.4
Low Fat,FDR08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.065872936,18.700,113.1886,4.4
Low Fat,FDU07,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.104784329,11.100,150.4366,4.4
Low Fat,FDU32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.045465958,8.785,120.8414,4.4
Low Fat,NCT53,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.084245356,5.400,164.6526,4.4
Low Fat,NCB19,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.158096128,6.525,86.3882,4.4
Low Fat,FDK43,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.046994717,9.800,125.8020,4.4
Low Fat,NCL55,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.113212516,12.150,254.6040,4.4
Low Fat,FDK33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.019671473,17.850,214.7560,4.4
Low Fat,FDX09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.114243048,9.000,174.9370,4.4
Low Fat,FDZ22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.079261744,9.395,81.8250,4.4
Regular,FDY38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.208662546,13.600,231.8300,4.4
Regular,FDE28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.232072674,9.500,229.4668,4.4
Regular,FDP40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.060154968,4.555,110.1544,4.4
Regular,FDY39,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.08234117,5.305,185.7608,4.4
Regular,FDQ45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.019114349,9.500,182.1608,4.4
Regular,FDE11,Starchy Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.23653561,17.700,184.1924,4.4
Low Fat,FDD51,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.210021713,11.150,44.2744,4.4
Low Fat,FDJ41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02288328,6.850,261.2594,4.4
Low Fat,FDP60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,17.350,102.9016,4.4
Low Fat,FDZ48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.075959623,17.750,112.4544,4.4
Low Fat,FDU59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.096386227,5.780,163.5552,4.4
Low Fat,FDC50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.136497913,15.850,96.3094,4.4
Low Fat,DRF03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.045308131,19.100,42.5138,4.4
Low Fat,FDT28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06356617,13.300,151.3708,4.4
Low Fat,DRN11,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.162980276,7.850,145.2444,4.4
Low Fat,NCI29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.032621545,8.600,143.2154,4.4
Low Fat,NCA53,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.009878459,11.395,47.6034,4.4
Low Fat,NCT41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.055990291,15.700,153.2024,4.4
Low Fat,NCM53,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.052040915,18.750,105.7280,4.4
Low Fat,NCM30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.067295406,19.100,41.9796,4.4
Low Fat,NCN43,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0,12.150,123.7730,4.4
Low Fat,NCP43,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03050705,17.750,180.3660,4.4
Low Fat,FDA33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033899898,6.480,146.9076,4.4
Low Fat,FDP57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,17.500,102.9990,4.4
Low Fat,FDE46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015769693,18.600,152.1366,4.4
Low Fat,FDA22,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.084452363,7.435,165.2158,4.4
Regular,FDW40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.105145451,14.000,144.2812,4.4
Regular,FDH05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.090913642,14.350,231.2984,4.4
Regular,FDW16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.041474232,17.350,93.0804,4.4
Regular,FDT07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.077319079,5.820,255.4330,4.4
Regular,FDC33,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06893834,8.960,196.4768,4.4
Regular,FDO39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.137366883,6.985,184.9608,4.4
Regular,FDI21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.056602818,5.590,63.2168,4.4
Regular,FDW09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025920816,13.650,81.2302,4.4
Regular,FDN58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.056872392,13.800,231.1984,4.4
Low Fat,FDA23,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.047453947,9.800,101.7016,4.4
Low Fat,FDR02,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.022190488,16.700,113.1886,4.4
Low Fat,FDT36,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.111500259,12.300,35.6874,4.4
Low Fat,FDQ12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.035482562,12.650,231.4010,4.4
Low Fat,FDS23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.141174838,4.635,127.0994,4.4
Low Fat,FDS35,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.11144608,9.300,64.6826,4.4
Low Fat,FDX59,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.051766042,10.195,34.5558,4.4
Low Fat,FDF14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.027224917,7.550,152.9340,4.4
Low Fat,FDU25,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.026735372,12.350,57.4246,4.4
Low Fat,FDT37,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,14.150,253.7014,4.4
Low Fat,FDX26,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.087986599,17.700,181.4292,4.4
Low Fat,FDX16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.06594351,17.850,149.1050,4.4
Low Fat,FDA56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.008782561,9.210,119.8414,4.4
Low Fat,FDP07,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.090084098,18.200,197.2110,4.4
Low Fat,NCD43,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.016052446,8.850,106.7964,4.4
Low Fat,NCT06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.038816115,17.100,166.4842,4.4
Low Fat,NCI18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.014052469,18.350,224.0746,4.4
Low Fat,NCB43,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.100114941,20.200,188.3898,4.4
Low Fat,FDQ39,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.081206491,14.800,189.2846,4.4
Low Fat,FDK45,Seafood,2015,OUT045,Tier 2,Small,Supermarket Type1,0.033926852,11.650,111.5860,4.4
Low Fat,FDK33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.011258035,17.850,211.6560,4.4
Low Fat,FDK48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.037845086,7.445,75.5354,4.4
Low Fat,FDH48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.06082246,13.500,85.1540,4.4
Low Fat,FDZ38,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.008046275,17.600,173.7422,4.4
Low Fat,DRH39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.093214498,20.700,74.6670,4.4
Low Fat,FDK04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.052607932,7.360,56.3588,4.4
Low Fat,FDQ16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.041974489,19.700,108.6912,4.4
Low Fat,FDX20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04280099,7.365,228.3720,4.4
Low Fat,FDC44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.173573164,15.600,114.4518,4.4
Low Fat,DRK23,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.072383777,8.395,251.5040,4.4
Low Fat,DRO47,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.112859454,10.195,114.4860,4.4
Low Fat,DRJ23,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.041904578,18.350,188.1872,4.4
Low Fat,NCL53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.036439878,7.500,175.3028,4.4
Low Fat,NCI17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.1442339,8.645,95.4410,4.4
Low Fat,NCL29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.114583922,9.695,156.4604,4.4
Low Fat,NCA53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.009934335,11.395,47.2034,4.4
Low Fat,NCV41,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.017135155,14.350,109.8228,4.4
Low Fat,NCP06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.039467795,20.700,151.7366,4.4
Low Fat,FDP39,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.069817659,12.650,53.5324,4.4
Low Fat,FDV51,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.03272295,16.350,165.7842,4.4
Low Fat,FDL10,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.039715591,8.395,100.1042,4.4
Regular,FDT12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.049722335,6.215,224.5062,4.4
Regular,FDD26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.072301795,8.710,185.6924,4.4
Regular,FDN16,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.062827447,12.600,105.0990,4.4
Regular,FDG56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.071597469,13.300,60.8536,4.4
Regular,FDT55,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.043743689,13.600,157.7946,4.4
Regular,FDH20,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.024999711,16.100,97.8410,4.4
Regular,FDK32,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.049074897,16.250,154.2682,4.4
Regular,FDT09,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.012288171,15.150,129.9284,4.4
Regular,FDA47,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.11733375,10.500,164.1210,4.4
